Food,Associativity,Region,Type,Category,Allergy,Serving,Total Weight (gms),Energy(kcal),Proteins,Carbohydrates,Fats,Fiber,Carbon Footprint(kg CO2e),Ingredients,stress_relief,mood_boost,anxiety_reduction,sleep_improvement,cognitive_function
Egg Wheat Noodles,0,Continental,"Lunch,Dinner",Eggetarian,egg ,2 medium bowl,808,192,15.0,31.0,1.0,9.0,1.27385,Egg-130 gms; carrot-125 gms; Capsicum-250 gms; Peas-250 gms;Garlic-3 gms; soya sauce-15 gms; VINEGAR-15 gms; Common salt-15 gms; Ginger-0.5 gms,0.3131690447100416,0.034871388301620856,0.23051804812834226,0.03141942682640357,0.29723046909922757
Egg curry,"2,8","North,South,East","Dry Curry, Gravy",Eggetarian,egg ,2 small bowl,88,122,10.0,3.0,8.0,1.0,0.2291,Egg-30 gms; Onion-10 gms; Tomato-10 gms; Turmeric powder-4 gms; Common salt-15 gms; Cooking oil-15 gms; Coriander leaves-4 gms,0.2951071271821586,0.012879375146817007,0.20088049613784908,0.009436809960065774,0.30992273624191674
Egg Sunny Sideup,0,Continental,Breakfast,Non-veg,egg ,1 medium,28,69,5.0,0.0,5.0,0.0,0.0837,Egg-2 gms; Cooking oil-15 gms; Common salt-7 gms;Black Pepper-4 gms,0.29518646589220326,0.005454545454545454,0.19810160427807488,0.0036363636363636364,0.30511892108921934
Egg White Sandwich,9,Continental,Breakfast,Eggetarian,egg ,1 medium,199,231,13.0,30.0,7.0,5.0,0.1932,Egg-20gms; Bread-30 gms; Olive oil-15 gms; Black Pepper-7 gms; Common salt-7 gms; Cherry Tomato-100 gms; Onion-37.5 gms; Coriander Leaves-15 gms,0.29594430853125925,0.026940216114634718,0.2125682560903149,0.024150927883486023,0.29601658794784236
Egg white Boiled,0,Continental,Breakfast,Eggetarian,egg ,2 medium,160,69,7.0,0.0,5.0,0.0,0.594,Egg-130 gms; VINEGAR-15 gms; Common salt-15 gms,0.2977319204376578,0.0076363636363636364,0.20028342245989306,0.005090909090909091,0.308755284725583
Kale Mushroom Frittata with 2 egg Whites,9,Continental,Breakfast,Eggetarian,egg ,1 medium,477,128,18.0,4.0,3.0,2.0,1.7089,Egg-100 gms; Kale-67 gms; MUSHROOM-250 gms; CHEESE-15 gms; Olive oil-15 gms; Common salt-15 gms; Black pepper-15 gms,0.31152654079897,0.023189335212591027,0.2186968211527035,0.01690227859995302,0.3161304731606258
French Toast with 2 Egg Whites and Whole Wheat Bread,9,Continental,Breakfast,Eggetarian,egg ,1 slice,110,197,11.0,21.0,7.0,1.0,0.132,Bread-30 gms; Eggs-65 gms; Olive oil-15 gms,0.2913279428171389,0.01745865633074935,0.20344199346405228,0.014815245478036176,0.2979606241963694
Egg White Curry,2,"North,South,West",Dry Curry,Eggetarian,egg ,1 medium bowl,460,210,2.0,14.0,5.0,5.0,0.5425,Eggs-3 g; Onion-125 gms; Tomato-90 gms; Ginger powder-15 gms; Garlic powder-15 gms; Cumin seeds-15 gms; Coriander Powder-5 gms; Red chilli Powder-15 gms; Common salt-15 gms; Olive oil-15 gms; Coriander leaves-150 gms,0.28587354967218137,0.011839440920836272,0.20350943256090315,0.012016560958421425,0.27652212905321594
Egg White Omelette with mushroom,9,Continental,Breakfast,Eggetarian,egg ,1 medium,571,249,13.0,11.0,15.0,3.0,1.8299,Onion-62.5 gms; Common salt-4 gms; Olive oil-15 gms; Coriander leaves-37.5 gms ; Egg-260 gms; MUSHROOM-75 gms; Capsicum-200 gms; Black Pepper-7 gms,0.28321305888852677,0.020480267794221282,0.19733132798573977,0.016463589382194034,0.30482696447937085
Egg Bhurji with 3 Egg Whites and 1 Yolk,2,"North,East,West,South",Dry Curry,Eggetarian,egg ,1 medium,590,253,18.0,11.0,13.0,3.0,0.2775,Eggs-195 gms;Onion-125 gms; Tomato-90 gms; Chillies-15 gms; Common salt-15 gms; Coriander leaves-150 gms,0.29145431878834605,0.025934813248766737,0.20572704991087346,0.020099953018557673,0.3103201794661752
Egg Fritttata with high fiber,0,Continental,Appetizer,Eggetarian,egg ,1 medium,761,530,43.0,8.0,36.0,2.0,0.7056,Eggs-3 egg; SPINACH-150 gms; Broccoli-350 gms; Capsicum-201 gms; Olive oil-30 gms; Common salt-15 gms; Black pepper-15 gms,0.2739576527094164,0.05123725628376791,0.1974401366607249,0.03611768851303736,0.3441344082114651
Egg Frittata with high fiber content and low fat,0,Continental,Appetizer,Eggetarian,egg ,1 medium,1246,645,45.0,14.0,44.0,6.0,0.6516,Eggs-390 gms; Spinach-150 gms; Broccoli-350 gms; Capsicum-201 gms;Onion-125 gms; Olive oil-15 gms; Black pepper-15 gms,0.26310324797241713,0.060137420718816066,0.1948016934046346,0.04467817712003759,0.3406605957665812
Paneer Tikki,6,"North,East,West",Appetizer,Veg,dairy ,3 number,241,116,3.0,5.0,8.0,1.0,0.649,"Potato-100 gms;Chillies-15 gms; Coriander leaves-15 gms; Sunflower oil-15 gms; Common salt-15 gms; Garam Masala-15 gms; Red chilli Powder-4 gms; Paneer-50 gms; Ginger-2.5 gms ,Cumin powder-7 gms",0.2866904244982051,0.005630608409678177,0.19324413250148545,0.004862696734789758,0.29818023996491877
Dahi Paneer Kebab,6,"North,East,West",Appetizer,Veg,dairy ,1 number,174,284,10.0,6.0,23.0,1.0,0.8319,Paneer-70 gms; Yoghurt-15 gms; Ginger-7 gms;Garlic-7 gms; Lemon-15 gms; Coriander leaves-15 gms; Common salt-15 gms; Olive oil-15 gms; Red chilli Powder-15 gms,0.26526852745638985,0.013460770495654216,0.17882167260843732,0.010212003758515387,0.3053925956139087
French Toast Baked,9,Continental,Breakfast,Veg,dairy ,1 slice,365,102,6.0,15.0,1.0,1.0,0.9185,Bread-25 gms; Egg-130 gms; Milk-15 gms; Common salt-15 gms; carrot-15 gms; Capsicum-15 gms; Onion-15 gms; Tomato-120 gms; Red chilli Powder-15 gms,0.29937810041033497,0.010841320178529483,0.20681097742127155,0.009628494244773314,0.2956384794897133
Filter Coffee (Skimmed milk),12,South,Beverages,Veg,"dairy,caffeine",1 cup,257,70,6.0,11.0,0.0,0.0,0.8155,Milk-250 gms; Coffee-7 gms,0.3018918343430939,0.008677237491190981,0.20654545454545456,0.007206013624618276,0.2994200323225515
Chikoo Shake,12,Continental,Beverages,Veg,dairy ,1 glass,482,234,4.0,50.0,2.0,6.0,0.672,chikoo-350 gms; Milk-125 gms; Cinnamon-7 gms,0.2909735526242758,0.02238689217758985,0.21183912655971482,0.02416232088325112,0.271807622182598
Paneer satay,0,Continental,Appetizer,Veg,dairy ,2 number,292,126,10.0,8.0,5.0,1.0,1.09105,Paneer-60 gms; Lemon-7 gms; Common salt-15 gms; Yoghurt-150 gms; soya sauce-15 gms; Garlic powder-15 gms; Garam Masala-15 gms; Red chilli Powder-15 gms,0.29808769189481205,0.013848367394879022,0.20529226084373145,0.010728799624148463,0.30485445390251775
PANEER CUTLETS,6,"North,East,West",Appetizer,Veg,dairy ,2 slice,876,547,30.0,45.0,27.0,7.0,2.3425,Paneer-200 gms; Potato-150 gms; Ginger-15 gms; Turmeric powder-4 gms; Sunflower oil-15 gms; Garlic powder-15 gms; Chillies-2 gms; Coriander Powder-5 gms;Onion-125 gms; carrot-50 gms; Peas-250 gms; Cumin seeds-15 gms; Garam Masala-15 gms; Common salt-15 gms,0.2720199576698634,0.051170425182053086,0.20517416815210934,0.04316831101714823,0.3044725505150091
Chicken Tikka,6,North ,Appetizer,Non-veg,dairy ,4 number,1127,277,27.0,6.0,18.0,1.0,4.9525,Ginger-7 gms; Turmeric powder-15 gms; Common salt-15 gms; Chicken-750 gms; Garlic powder-7 gms; Coriander Powder-24 gms; Yogurt-225 gms; Paprika powder-30 gms; Cumin Powder-24 gms; Lemon-30 gms,0.29299404990443345,0.03200622504110876,0.20472006833036246,0.022575640122151748,0.3300976512051829
Quinoa Tikki,6,Continental,Appetizer,Veg,dairy ,2 number,541,230,6.0,32.0,10.0,4.0,0.5838,Common salt-7 gms; Coriander leaves-7 gms; POTATO-150 gms;Onion-125 gms;Mint leaves-7 gms; Chillies-15 gms; Cumin seeds-15 gms; Olive oil-15 gms; Quinoa-200 gms,0.2825931810191684,0.018302560488607,0.19878401663695783,0.01818792576932112,0.2878652093348311
Paneer Bhurji,2,"North,East,West",Dry Curry,Veg,dairy ,1 medium katori,229,192,9.0,8.0,12.0,0.0,0.6482,Paneer-50 gms; Onion-60 gms;Tomato-70 gms; Turmeric powder-4 gms; Cumin seeds-4 gms; Chillies-4 gms; Mustard oil-15 gms; CORIANDER LEAVES-15 gms; Common salt-7 gms,0.28246282813250145,0.011368569415081043,0.19217112299465242,0.008612638007986846,0.30249784877837194
MURGH PALAK KORMA KEBAB,6,North ,Appetizer,Non-veg,dairy ,4 medium,695,290,30.0,5.0,17.0,4.0,0.8475,Chicken-60 gms; Spinach-500 gms; Ginger-30 gms; Chillies-15 gms; Garlic powder-15 gms; Cumin seeds-15 gms; Common salt-15 gms; Curd-15 gms; Garam Masala-15 gms; Cooking oil-15 gms,0.3004941650779548,0.0392518205308903,0.21467171717171718,0.02866572703782006,0.33194792611550555
Paneer Masala,2,"North,East,West",Dry Curry,Veg,dairy ,1 medium katori,564,554,31.0,35.0,31.0,6.0,1.7647,Paneer-100 gms; Turmeric powder-7 gms; Common salt-7 gms; Cooking oil-15 gms; Onion-90 gms; Garlic-20 gms; TOMATO-90 gms; Coriander Powder-5 gms; Garam Masala-15 gms; Red chilli Powder-15 gms;Yoghurt-200 gms,0.26709118952960365,0.048934460887949255,0.19864661319073085,0.039922715527366696,0.3110241794157135
Papaya shake,12,Continental,Beverages,Veg,dairy ,2 glass,557,68,5.0,11.0,0.0,3.0,0.9795,Papaya-300 gms; MILK-250 gms; Black Pepper-7 gms,0.3044290698120791,0.011752995066948555,0.2106628787878788,0.010645407564012214,0.29793010932112796
Peas raita,4,"North,East,West",Appetizer,Veg,dairy ,1 small katori,445,226,13.0,18.0,11.0,8.0,0.8515,Peas -150 gms; Yoghurt-250 gms; Common salt-15 gms; Cumin seeds-15 gms; Red chilli Powder-15 gms,0.29558870067965803,0.02878130138595255,0.2118942364824718,0.025216819356354243,0.30271958793091447
Garlic Cheese Toast,0,Continental,Appetizer,Veg,dairy ,1 medium,195,230,6.0,14.0,16.0,1.0,0.707,Bread-25 gms;Garlic-5 gms; BUTTER-15 gms; CHEESE-15 gms; Tomato-120 gms; Common salt-15 gms; ,0.2723297006270115,0.01064752172891708,0.18475215389185978,0.009370096311956778,0.29668873874659585
Banana Shake,12,Continental,Beverages,Veg,dairy ,2 glass,518,184,8.0,37.0,1.0,1.0,1.12,Banana-118 gms;Milk-400 gms,0.295194249212245,0.01728670425182053,0.20899279560308973,0.016767794221282595,0.2858162316389879
Lauki Raita,4,"North,East,West",Appetizer,Veg,dairy ,4 medium katori,525,37,4.0,4.0,1.0,3.0,0.695,Bottle gourd-250 gms; Common salt-15 gms;Yoghurt-200 gms; Cumin seeds-15 gms; Chat Masala-15 gms; Black pepper-15 gms; Coriander leaves-15 gms,0.30459740719275785,0.009305496828752643,0.2081013814616756,0.008109349307023726,0.3026705273979934
Egg Sandwich,9,Continental,Breakfast,Eggetarian,dairy ,1 medium,212,313,16.0,27.0,16.0,3.0,0.3827,Egg-2 number; bread-50 gms; Common salt-7 gms; Tomato-120 gms; CUCUMBER-5 gms; Black pepper-15 gms; Olive oil-15 gms,0.2806761584621057,0.026853770260747006,0.19913346702317292,0.022779774489076816,0.3012478160329458
Beetroot Raita,4,"North,South",Appetizer,Veg,dairy ,1 medium bowl,350,160,8.0,9.0,10.0,1.0,0.6325,Yoghurt-250 gms; Beet root-70 gms;Mint leaves-15 gms; Common salt-15 gms,0.2872373315245593,0.011860347662673245,0.19575750148544266,0.009532652102419544,0.3029906315577342
Cucumber Raita,4,"North,South",Appetizer,Veg,dairy ,1 medium katori,489,173,8.0,10.0,11.0,4.0,0.7399,Yoghurt-250 gms; Cucumber-200 gms; Cumin seeds-15 gms;Common salt -24 gms,0.28871338252695766,0.016220812778952313,0.1994952465834819,0.01395771670190275,0.3023275374840995
Almond and Raisins Raita,4,Continental,Appetizer,Veg,dairy ,1 medium katori,295,168,8.0,9.0,11.0,3.0,0.685,Yoghurt-250 gms; Almond-5 number; RAISINS-7 number;  Coriander leaves-15 gms; Common salt-15 gms; Cumin seeds-15 gms,0.2879084282701277,0.014638125440451021,0.19775913547237078,0.012310429880197322,0.3031481845259952
French Toast,9,Continental,Breakfast,Veg,dairy ,1 slice,107,180,7.0,20.0,8.0,0.0,0.4303,Bread-25 gms; Egg-60 gms; milk-15 gms; BUTTER-7 gms,0.2853139147432041,0.011512332628611698,0.1958716577540107,0.01025886774723984,0.2949486851013815
Mango Shake,12,Continental,Beverages,Veg,dairy ,2 glass,1200,233,10.0,46.0,2.0,2.0,1.995,MANGO-700 gms; Milk-500 gms,0.2938308698537179,0.022601597369039227,0.21144013666072492,0.02193680996006578,0.28288084250006806
Strawberry Shake,12,Continental,Beverages,Veg,dairy ,1 glass,350,79,7.0,13.0,0.0,1.0,0.785,strawberry-100 gms; Milk-250 gms,0.30364125705589284,0.011544632370213767,0.20937247474747475,0.009838971106412967,0.2997610494653211
Aloo Raita,4,"North,East,West",Appetizer,Veg,dairy ,1 medium katori,270,534,55.0,73.0,6.0,5.0,0.435,POTATO-150 gms; Yoghurt-30 gms; Cumin seeds-15 gms; Red chilli Powder-15 gms; Black pepper-15 gms; Coriander Powder-15 gms; Ginger powder-15 gms; Chillies-15 gms,0.32563618979283643,0.08109173126614988,0.25985702614379086,0.06580749354005169,0.32117842533730684
Lettuce Wrap (paneer),0,Continental,"Lunch,Dinner",Veg,dairy ,1 number,341,165,7.0,8.0,10.0,6.0,1.5845,Paneer-150 gms; Onion-15 gms; Tomato-15 gms; Cucumber-15 gms; Carrot-15 gms; Capsicum-15 gms; Chillies-10 gms; Coriander leaves-15 gms; Lemon-15 gms; Black pepper-4 gms; Cooking Oil-15 gms; Common salt-15 gms; Cumin seeds-15 gms; Turmeric powder-7 gms; Lettuce Leaf-20 gms,0.2916306696197731,0.017520084566596192,0.20334714795008912,0.015491425886774723,0.3003518026976567
Paneer Pakora,11,"North,East,West",Snacks,Veg,dairy ,3 number,640,451,27.0,37.0,17.0,7.0,1.804,Turmeric powder-15 gms; Cumin seeds-15 gms; Common salt-15 gms; Paneer-50 gms; Besan-250 gms; Red chilli Powder-250 gms; Coriander Powder-15 gms; Garam Masala-15 gms; Olive oil-15 gms,0.28710939921858597,0.04634731031242659,0.21660732323232323,0.03891930937279775,0.30006854591191945
Paneer & Salsa Tortilla Wrap,0,Continental,"Lunch,Dinner",Veg,dairy ,1 number,289,247,13.0,18.0,12.0,5.0,0.6725,Paneer-50 gms; Tomato-62 gms; Capsicum-62 gms; Onion-62 gms; Coriander leaves-15 gms;Black Pepper-4 gms; Common salt-4 gms; Soyabean oil-15 gms; Chat Masala-15 gms,0.28911656738187325,0.02461463471928588,0.20521531491384434,0.021050152689687573,0.3007434585902468
Rawa Dosa,14,South,Breakfast,Veg,dairy ,1 medium,287,642,18.0,95.0,19.0,19.0,0.3695,Semolina-125 gms; Yoghurt-15 gms; Black pepper-7 gms; Curry leaves-5 gms; Coriander leaves-30 gms; Onion-60 gms; Sunflower oil-15 gms; ; Cumin seeds-15 gms; Rice Flour-15 gms,0.2723579462442254,0.06443610523843082,0.22468129827688654,0.06402760159736905,0.2552973690184566
Malai Tikka,11,"North,East,West",Snacks,Veg,dairy ,1 medium bowl,635,514,37.0,26.0,29.0,19.0,1.9745,Cauliflower-125 gms; Mushroom-125 gms; Paneer-125 gms; Yoghurt-30 gms; Cashew-5 gms; Ginger-20 gms;Garlic-5 gms; Lemon-15 gms; Cumin seeds-15 gms; Coriander seeds-15 gms; Turmeric powder-15 gms;  Coriander leaves-125 gms; Sunflower oil-15 gms,0.29601463479760226,0.07179128494244774,0.23070268865121807,0.06001632605120978,0.3255572701893815
Hung Curd Salad,0,"Continental,North,South,East,West","Lunch,Dinner",Veg,dairy ,1 small bowl,955,409,23.0,56.0,8.0,18.0,0.968,Yoghurt-125 gms; Cucumber-200 gms; Tomato-120 gms; Onion-125 gms; Capsicum-125 gms; Lettuce Leaf-10 gms; carrot-125 gms;  Parsley-125 gms,0.3087597338474295,0.06094362226920367,0.24457620320855616,0.05619755696499883,0.2864539596734687
Mint raita,4,Continental,Appetizer,Veg,dairy ,4 small katori,275,45,7.0,5.0,1.0,1.0,0.261,Mint leaves-15 gms; Yoghurt-15 gms;Onion-125 gms; Tomato-90 gms; Cumin seeds-15 gms; Common salt-15 gms,0.3053285158218676,0.009994244773314542,0.20790188651218064,0.007771787643880668,0.3068120375855058
Lauki raita (lactose free),4,Continental,Appetizer,Veg,dairy ,4 small bowl,484,47,7.0,5.0,1.0,2.0,0.643,Bottle gourd-250 gms; Common salt-15 gms;Yoghurt-200 gms; Cumin seeds-15 gms; Chaat Masala-4 gms,0.3063796641912662,0.011383133662203431,0.20963799762329177,0.009160676532769557,0.30648377876874755
Rice Paneer Sizzler,0,Continental,"Lunch,Dinner",Veg,dairy ,4 small bowl,444,134,5.0,14.0,6.0,1.0,1.7064,Paneer-150 gms; Ginger-7 gms; Garlic-7 gms; Cooking oil-15 gms; Capsicum-30 gms; Onion-150 gms;Mint leaves-15 gms; Lettuce Leaf-20 gms; Rice-50 gms,0.28996459672118857,0.009556612638007988,0.19836712715389188,0.00864282358468405,0.2959210977798698
PANEER SALAD,0,"Continental,North,South,East,West","Lunch,Dinner",Veg,dairy ,1 small bowl,284,332,23.0,25.0,15.0,6.0,0.9892,Paneer-100 gms; Cucumber-62 gms; Onion-62 gms; Coriander leaves-15 gms;  Lemon-15 gms; Black pepper-15 gms; Chat Masala-15 gms,0.29277479450139876,0.038269203664552505,0.213448752228164,0.0315205543810195,0.3093860417657209
Suji Cheela,1,"North,West,East","Lunch,Dinner",Veg,dairy ,1 medium,310,239,8.0,37.0,4.0,6.0,0.4573,Semolina-62 gms; Yoghurt-30 gms; Onion-30 gms; Tomato-120 gms; Capsicum-15 gms; Chillies-4 gms; MUSTARD SEEDS-4 gms; Coriander leaves-15 gms; Cooking oil-7 gms; Common salt-4 gms; Cumin seeds-4 gms; Red chilli Powder-15 gms,0.29344825584129586,0.024231148696264977,0.21326158645276294,0.02371223866572704,0.2812008788840178
KADHI (NO PAKORA),2,"North,West",Dry Curry,Veg,dairy ,1 medium katori,958,551,27.0,48.0,26.0,7.0,1.8233,Yoghurt-500 gms; Turmeric powder-4 gms; Common salt-7 gms; Cumin seeds-7 gms; MUSTARD SEEDS-7 gms; Chillies-40 gms; Ginger-7 gms; Garlic-7 gms; Sunflower oil-7 gms; Cumin seeds-7 gms; Curry leaves-4 number; Besan-350 gms; Red chilli Powder-15 gms,0.26897645821139393,0.04847909325816303,0.20337202911467617,0.04176168663377966,0.296890899191653
PANEER ROTI,1,"North,East,West","Lunch,Dinner",Veg,dairy ,1 number,142,262,13.0,38.0,6.0,9.0,0.4385,Atta-45 gms; Paneer-30 gms; Onion-15 gms; Ginger-7 gms; Coriander leaves-15 gms; Cumin seeds-15 gms; Garam Masala-15 gms; ,0.29936435498896435,0.034046159267089496,0.2209832887700535,0.03177366690157388,0.28945798805279505
Paneer Sandwich,0,"North,East,West","Lunch,Dinner",Veg,dairy ,2 medium,626,334,15.0,28.0,18.0,7.0,2.7225,Cucumber-75 gms; Tomato-75 gms; Onion-75 gms; Black pepper-7 gms; Red chilli Powder-7 gms; Common salt-15 gms; Bread-100 gms; Paneer-250 gms; Chat Masala-7 gms; BUTTER-15 gms,0.2803353011595675,0.03151221517500587,0.20204582590612005,0.027866455250176184,0.29892409310939044
Paneer Tikka,6,Continental,Appetizer,Veg,dairy ,3 number,471,152,7.0,7.0,10.0,0.0,1.4053,Paneer-100 gms; Yoghurt-15 gms; Ginger-15 gms;Garlic-15 gms; Turmeric powder-4 gms; Lemon-7 gms; Common salt-15 gms; Mustard oil-15 gms; Capsicum-225 gms; Tomato-1 small; Onion-60 gms,0.2854058441075708,0.008992952783650459,0.19293048128342247,0.006899694620624854,0.30248548500658545
Yogurt Kebab,6,Continental,Appetizer,Veg,dairy ,3 number,1190,281,23.0,18.0,12.0,5.0,2.5625,Common salt-15 gms; Curd-350 gms;Paneer-250 gms; POTATO-250 gms; Coriander leaves-250 gms;Mint leaves-15 gms; Ginger-15 gms; Chat Masala-15 gms; Cumin seeds-15 gms; Olive oil-15 gms,0.29905364016670066,0.035523725628376794,0.21612440582293524,0.028322879962414844,0.3133448768871744
Saute Paneer,0,Continental,Appetizer,Veg,dairy ,1 medium katori,236,282,15.0,10.0,19.0,1.0,1.3859,"Paneer -150 gms; Cooking oil-7 gms; Onion-15 gms; Capsicum-15 gms; Capsicum, red-15 gms; Zucchini-15 gms; Common salt-4 gms; Coriander leaves-15 gms",0.2762080579342877,0.01969050974864928,0.19015857100415925,0.014881959126145174,0.3089294105803996
Makhana Milk,12,"North,East,West",Beverages,Veg,dairy ,1 glass,530,701,18.0,89.0,10.0,0.0,1.1025,Makhana-250 gms; Milk-250 gms; Brown sugar-15 gms; cardamom-15 gms,0.25435232150749837,0.03688442565186751,0.20493048128342248,0.03608832511158093,0.23237843980644057
Milk Tea,12,"North,South,East,West",Beverages,Veg,dairy ,2 cup,280,45,5.0,7.0,0.0,0.0,0.775,Tea-15 gms; Ginger-15 gms; MILK-250 gms,0.3026707246751058,0.006811134601832276,0.20545454545454547,0.005445149166079399,0.301705085713848
Chicken Biryani,5,"North,South,East,West","Lunch,Dinner",Non-veg,dairy ,1 medium katori,441,763,25.0,37.0,35.0,7.0,1.66035,Chicken-100 gms; Yoghurt-30 gms; Common salt-15 gms; Cardamom-2 gms; Cooking oil-15 gms; Onion-30 gms; Cumin seeds-7 gms; Cinnamon-5 gms; Cloves-10 gms; Nutmeg-15 gms;Mint leaves-2 gms; Milk-15 gms; Rice-150 gms; Red chilli Powder-15 gms; Ginger powder-15 gms; Garlic powder-15 gms,0.23910681578951581,0.04416549213060841,0.18795491681521093,0.03746476391825229,0.2716943950965599
CHEESY CHICKEN PATTIES (Tikki),6,"North,South,East,West",Appetizer,Non-veg,dairy ,1 medium,226,491,30.0,7.0,37.0,1.0,2.0701,Chicken-60 gms; CHEESE-62 gms; Egg-60 gms; Onion-15 gms; Common salt-7 gms; Black pepper-7 gms; Olive oil-15 gms,0.25829450267310666,0.035472750763448434,0.1800516191325015,0.025015856236786472,0.3283696797371819
ACHARI TIKKA (PANEER),6,"North,East,West",Appetizer,Veg,dairy ,1 medium,401,1186,68.0,68.0,73.0,13.0,2.714,Paneer-250 gms; Common salt-15 gms ; Fenugreek seeds-15 gms; Yoghurt-1 gms; Ginger powder-15 gms; Garlic powder-15 gms; Red chilli Powder-15 gms; Turmeric powder-15 gms; Coriander Powder-15 gms; Cumin seeds-15 gms; Garam Masala-15 gms; Olive oil-15 gms,0.22450062060538592,0.10541566831101716,0.18939832144979205,0.08508116044162556,0.3363318264751807
Paneer Wrap In Soya Palak Roti,0,Continental,"Lunch,Dinner,Snacks",Veg,dairy ,1 medium,180,210,11.0,28.0,4.0,5.0,0.3707,Spinach-30 gms; Atta-30 gms; Cumin seeds-4 gms; Paneer-30 gms; Onion-15 gms; Ginger-4 gms; Common salt-7 gms; Capsicum-15 gms; carrot-15 gms; CUCUMBER-15 gms; Coriander leaves-15 gms,0.29843103630319734,0.02437080103359173,0.2147982026143791,0.022179586563307496,0.2914151771815582
Dahi Vada,11,"North,East,West",Snacks,Veg,dairy ,2 medium,251,179,8.0,17.0,9.0,4.0,0.5007,Gram dal-60 gms; Cumin seeds-4 gms; Common salt-7 gms; Cooking oil-15 gms; Yoghurt-150 gms; Coriander leaves-15 gms,0.29042687665476147,0.017577401926239137,0.2024364230540701,0.01576650223161851,0.2984015845632365
Curd Rice,3,South,"Lunch,Dinner",Veg,dairy ,1 medium katori,286,483,12.0,84.0,9.0,4.0,0.7827,Rice-100 gms; Yoghurt-100 gms; Milk-30 gms; carrot-10 gms; CUCUMBER-10 gms; Coriander leaves-5 gms; Chillies-5 gms; Ginger-2 gms; Curry leaves-2 gms; Mustard seeds-2 gms; Gram dal-2 gms; Asafoetida-1 gms; Cooking oil-2 gms; Common salt-15 gms,0.2705701156720421,0.03492553441390651,0.2068000594177065,0.03598825463941743,0.25577897168870684
Matar Paneer,2,"North,East,West",Dry Curry,Veg,dairy ,1 medium katori,595,631,33.0,42.0,35.0,7.0,1.689,Paneer-125 gms; Peas-150 gms; Tomato-120 gms; Onion-75 gms; Garlic-2 gms; Ginger-4 gms; Chillies-3 gms; Yoghurt-75 gms; Cumin seeds-1.5 gms; Turmeric powder-2 gms; Cooking oil-15 gms; Common salt-15 gms; Coriander leaves-4 gms,0.2601211749243569,0.053861757105943146,0.19668218954248365,0.044574935400516796,0.30790493154806015
Palak Paneer,2,"North,East,West",Dry Curry,Veg,dairy ,1 medium katori,990,893,52.0,57.0,49.0,20.0,2.2817,Paneer-200 gms; Spinach-400 gms; Onion-150 gms; Tomato-200 gms; Garlic-1 gms; Chillies-2 gms; Cumin seeds-1.5 gms; Turmeric powder-2 gms; Cooking oil-15 gms; Common salt-15 gms,0.2631594752490313,0.09555156213295747,0.21939067142008317,0.08032464176650224,0.32003671639229914
Palak Mushroom,2,"North,East,West",Dry Curry,Veg,dairy ,1 medium katori,562,811,47.0,44.0,48.0,7.0,2.4288,Paneer-200 gms; MUSHROOM-200 gms; Onion-10 gms; Tomato-120 gms)-2 gms;Garlic-1 slice; Chillies 2 gms; Cumin seeds-1.5 gms; Turmeric powder-2 gms; Cooking oil-15 gms; Common salt-15 gms,0.24882947469429895,0.06952208127789522,0.1928372697563874,0.05527354944796806,0.3229338305531849
Pineapple Raita,4,"North,South,East,West","Lunch,Dinner",Veg,dairy ,10 small katori,2065,22,1.0,3.0,1.0,0.0,1.891,Yoghurt-250 gms; Coriander leaves-10 gms; Mint leaves-5 gms; Pineapple-1800 gms,0.29836436260408616,0.0016723044397463002,0.19962032085561499,0.0015024665257223398,0.299677923069135
Strawberry Yogurt,4,Continental,"Lunch,Dinner",Veg,dairy ,1 small katori,375,144,7.0,12.0,8.0,2.0,0.73125,Yoghurt-250 gms; strawberry-125 gms,0.29069879964958406,0.012739722809490251,0.19934387997623293,0.010969462062485318,0.3008573438030303
Vegetable Raita,4,"North,South,East,West","Lunch,Dinner",Veg,dairy ,1 small katori,510,207,9.0,23.0,8.0,3.0,0.7115,Yoghurt-250 gms; CUCUMBER-80 gms; carrot-80 gms; Onion-50 gms; Coriander leaves-30 gms;Mint leaves-5 gms; Common salt-15 gms,0.28928945560887365,0.018442212825933755,0.2032618092691622,0.016655273666901574,0.29415355471150845
CHICKEN SALAD,0,"Continental,North,South,East,West","Lunch,Dinner",Non-veg,dairy ,1 small bowl,555,705,88.0,7.0,36.0,4.0,1.6615,Common salt-15 gms; Chicken-250 gms; Celery-150 gms; Onion-125 gms; Black pepper-15 gms,0.31929961230452497,0.10291214470284238,0.2500032679738562,0.07136434108527132,0.3972299435632983
BROCCOLI SOUP,0,Continental,"Lunch,Dinner",Veg,dairy ,1 medium bowl,310,297,12.0,28.0,16.0,2.0,0.7285,Garlic-15 gms; Onion-30 gms; Milk-250 gms; Common salt-15 gms; Broccoli-50 g,0.2756830068604519,0.02129504345783416,0.19303371954842544,0.018740192623913556,0.29660115929428477
Smoothie (In Curd),12,Continental,Beverages,Veg,dairy ,1 glass,439,218,7.0,14.0,15.0,5.0,0.50965,Papaya-150 gms; Apple-62 gms; ORANGE-80 gms; Sunflower seeds-15 gms; Yoghurt-125 gms; Chia Seeds-7 gms; Almond-5 pieces,0.2805512566375953,0.017293986375381726,0.19425809566250743,0.01565292459478506,0.29900588523003313
